strain	date
hCoV-19/HongKong/HK-HKPU-PU22MV024560/2022	2022-03-04
hCoV-19/HongKong/HK-HKPU-PU22MV024506/2022	2022-03-04
hCoV-19/HongKong/HK-HKPU-PU22MV024530/2022	2022-03-04
hCoV-19/HongKong/HK-HKPU-PU22MV024534/2022	2022-03-04
hCoV-19/HongKong/HK-HKPU-PU22MV024532/2022	2022-03-04
hCoV-19/HongKong/HK-HKPU-PU22MV024553/2022	2022-03-04
hCoV-19/HongKong/HK-HKPU-PU22MV024562/2022	2022-03-04
hCoV-19/HongKong/HK-HKPU-PU22V2769781/2022	2022-03-04
hCoV-19/HongKong/HK-HKPU-PU22V2772963/2022	2022-03-04
hCoV-19/HongKong/HK-HKPU-PU22V2812074/2022	2022-03-04
hCoV-19/HongKong/HK-HKPU-PU22V2810807/2022	2022-03-04
hCoV-19/HongKong/HK-HKPU-PU22V2810852/2022	2022-03-04
hCoV-19/HongKong/HK-HKPU-PU22MV024195/2022	2022-03-03
hCoV-19/HongKong/HK-HKPU-PU22MV024194/2022	2022-03-03
hCoV-19/HongKong/HK-HKPU-PU22MV024184/2022	2022-03-03
hCoV-19/HongKong/HK-HKPU-PU22MV024163/2022	2022-03-03
hCoV-19/HongKong/HK-HKPU-PU22MV024160/2022	2022-03-03
hCoV-19/HongKong/HK-HKPU-PU22MV024142/2022	2022-03-03
hCoV-19/HongKong/HK-HKPU-PU22MV024128/2022	2022-03-03
hCoV-19/HongKong/HK-HKPU-PU22MV024126/2022	2022-03-03
hCoV-19/HongKong/HK-HKPU-PU22MV024082/2022	2022-03-03
hCoV-19/HongKong/HK-HKPU-PU22MV024074/2022	2022-03-03
hCoV-19/HongKong/HK-HKPU-PU22MV024067/2022	2022-03-03
hCoV-19/HongKong/HK-HKPU-PU22MV024066/2022	2022-03-03
hCoV-19/HongKong/HK-HKPU-PU22MV024061/2022	2022-03-03
hCoV-19/HongKong/HK-HKPU-PU22MM473170/2022	2022-03-03
hCoV-19/HongKong/HK-HKPU-PU22MM473165/2022	2022-03-03
hCoV-19/HongKong/HK-HKPU-PU22MM473164/2022	2022-03-03
hCoV-19/HongKong/HK-HKPU-PU22MM473160/2022	2022-03-03
hCoV-19/HongKong/HK-HKPU-PU22MM473159/2022	2022-03-03
hCoV-19/HongKong/HK-HKPU-PU22MM473158/2022	2022-03-03
hCoV-19/HongKong/HK-HKPU-PU22MM473152/2022	2022-03-03
hCoV-19/HongKong/HK-HKPU-PU22MM473146/2022	2022-03-03
hCoV-19/HongKong/HK-HKPU-PU22MM473144/2022	2022-03-03
hCoV-19/HongKong/HK-HKPU-PU22MM473142/2022	2022-03-03
hCoV-19/HongKong/HK-HKPU-PU22MM473141/2022	2022-03-03
hCoV-19/HongKong/HK-HKPU-PU22MM473139/2022	2022-03-03
hCoV-19/HongKong/HK-HKPU-PU22V2619398/2022	2022-02-25
hCoV-19/HongKong/HK-HKPU-PU22V2664776/2022	2022-02-25
hCoV-19/HongKong/HK-HKPU-PU22V2684835/2022	2022-02-25
hCoV-19/HongKong/HK-HKPU-PU22V2676029/2022	2022-02-25
hCoV-19/HongKong/HK-HKPU-PU22V2636746/2022	2022-02-25
hCoV-19/HongKong/HK-HKPU-PU22V2626419/2022	2022-02-18
hCoV-19/HongKong/HK-HKPU-PU22V2632474/2022	2022-02-18
hCoV-19/HongKong/HK-HKPU-PU22V2605122/2022	2022-02-18
hCoV-19/HongKong/HK-HKPU-PU22V2623478/2022	2022-02-18
hCoV-19/HongKong/HK-HKPU-PU22V2618050/2022	2022-02-18
hCoV-19/HongKong/HK-HKPU-PU22V2600392/2022	2022-02-18
hCoV-19/HongKong/HK-HKPU-PU22V2595892/2022	2022-02-18
hCoV-19/HongKong/HK-HKPU-PU22V2574316/2022	2022-02-18
hCoV-19/HongKong/HK-HKPU-PU22V2601276/2022	2022-02-18
hCoV-19/HongKong/HK-HKPU-PU22V2568193/2022	2022-02-18
hCoV-19/HongKong/HK-HKPU-PU22V2586580/2022	2022-02-18
hCoV-19/HongKong/HK-HKPU-PU22V2561488/2022	2022-02-18
hCoV-19/HongKong/HK-HKPU-PU22V2298717/2022	2022-02-18
hCoV-19/HongKong/HK-HKPU-PU22V2298731/2022	2022-02-18
hCoV-19/HongKong/HK-HKPU-PU22MB307673/2022	2022-02-11
hCoV-19/HongKong/HK-HKPU-PU22MC633382/2022	2022-02-11
hCoV-19/HongKong/HK-HKPU-PU22MC630609/2022	2022-02-11
hCoV-19/HongKong/HK-HKPU-PU22MV615121/2022	2022-02-10
hCoV-19/HongKong/HK-HKPU-PU22MV614598/2022	2022-02-10
hCoV-19/HongKong/HK-HKPU-PU22XXXXX884/2022	2022-02-10
hCoV-19/HongKong/HK-HKPU-PU22MV613691/2022	2022-02-10
hCoV-19/HongKong/HK-HKPU-PU22MB306636/2022	2022-02-09
hCoV-19/HongKong/HK-HKPU-PU22MB306639/2022	2022-02-09
hCoV-19/HongKong/HK-HKPU-PU22MB306592/2022	2022-02-09
hCoV-19/HongKong/HK-HKPU-PU22MC627672/2022	2022-02-09
hCoV-19/HongKong/HK-HKPU-PU22MB306525/2022	2022-02-09
hCoV-19/HongKong/HK-HKPU-PU22MC627483/2022	2022-02-09
hCoV-19/HongKong/HK-HKPU-PU22MB306465/2022	2022-02-09
hCoV-19/HongKong/HK-HKPU-PU22MB306451/2022	2022-02-09
hCoV-19/HongKong/HK-HKPU-PU22MB306384/2022	2022-02-09
hCoV-19/HongKong/HK-HKPU-PU22MB306383/2022	2022-02-09
hCoV-19/HongKong/HK-HKPU-PU22MC627074/2022	2022-02-09
hCoV-19/HongKong/HK-HKPU-PU22MC862048/2022	2022-02-09
hCoV-19/HongKong/HK-HKPU-PU22MC862046/2022	2022-02-09
hCoV-19/HongKong/HK-HKPU-PU22MC862018/2022	2022-02-09
hCoV-19/HongKong/HK-HKPU-PU22MC862077/2022	2022-02-09
hCoV-19/HongKong/HK-HKPU-PU22MC862076/2022	2022-02-09
hCoV-19/HongKong/HK-HKPU-PU22MC626973/2022	2022-02-09
hCoV-19/HongKong/HK-HKPU-PU22MB306284/2022	2022-02-09
hCoV-19/HongKong/HK-HKPU-PU22MB306292/2022	2022-02-09
hCoV-19/HongKong/HK-HKPU-PU22MB306278/2022	2022-02-09
hCoV-19/HongKong/HK-HKPU-PU22MB306277/2022	2022-02-09
hCoV-19/HongKong/HK-HKPU-PU22MC626354/2022	2022-02-09
hCoV-19/HongKong/HK-HKPU-PU22MC861924/2022	2022-02-09
hCoV-19/HongKong/HK-HKPU-PU22MB306114/2022	2022-02-09
hCoV-19/HongKong/HK-HKPU-PU22MC625914/2022	2022-02-09
hCoV-19/HongKong/HK-HKPU-PU22MB306059/2022	2022-02-09
hCoV-19/HongKong/HK-HKPU-PU22MB306054/2022	2022-02-09
hCoV-19/HongKong/HK-HKPU-PU22MB306092/2022	2022-02-09
hCoV-19/HongKong/HK-HKPU-PU22MM432668/2022	2022-02-08
hCoV-19/HongKong/HK-HKPU-PU22MM432660/2022	2022-02-08
hCoV-19/HongKong/HK-HKPU-PU22MM014026/2022	2022-02-08
hCoV-19/HongKong/HK-HKPU-PU22V2448749/2022	2022-02-08
hCoV-19/HongKong/HK-HKPU-PU22V2448251/2022	2022-02-08
hCoV-19/HongKong/HK-HKPU-PU22V2448220/2022	2022-02-08
hCoV-19/HongKong/HK-HKPU-PU22V2449960/2022	2022-02-08
hCoV-19/HongKong/HK-HKPU-PU22MM013184/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22MM013181/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22MM013180/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22MM432583/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22MM432307/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22MM432272/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22MM012731/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22MM432219/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22MM432214/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22MM432204/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22MM012645/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22MM012642/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22MM013208/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22MC861276/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22MC861755/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22MC861756/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22MC861771/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22MB305711/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22MB305710/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22MB305709/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22MB305685/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22MB305660/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22MC623909/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22MC861617/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22MB305491/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22MB305482/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22TM237565/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22TM237530/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22TM237512/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22TM237140/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22TM236763/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22TM236758/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22TM236755/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22TM236748/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22TM236744/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22TM236741/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22TM236726/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22TM236705/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22TM236231/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22TM235965/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22TM235700/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22TM235688/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22TM235685/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22TM235683/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22TM235562/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22TM235561/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22MC861870/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22MC861821/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22MC861814/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22MC861808/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22MC625249/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22MB305873/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22MB305826/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22MB305827/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22MB305805/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22MB305745/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22MB305742/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22V2437693/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22V2428635/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22V2428271/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22TM237616/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22TM237605/2022	2022-02-07
hCoV-19/HongKong/HK-HKPU-PU22MM012574/2022	2022-02-06
hCoV-19/HongKong/HK-HKPU-PU22MM432008/2022	2022-02-06
hCoV-19/HongKong/HK-HKPU-PU22MM012555/2022	2022-02-06
hCoV-19/HongKong/HK-HKPU-PU22MM012550/2022	2022-02-06
hCoV-19/HongKong/HK-HKPU-PU22MM012528/2022	2022-02-06
hCoV-19/HongKong/HK-HKPU-PU22MM012527/2022	2022-02-06
hCoV-19/HongKong/HK-HKPU-PU22MM012515/2022	2022-02-06
hCoV-19/HongKong/HK-HKPU-PU22MM012514/2022	2022-02-06
hCoV-19/HongKong/HK-HKPU-PU22MM420855/2022	2022-02-06
hCoV-19/HongKong/HK-HKPU-PU22MM012509/2022	2022-02-06
hCoV-19/HongKong/HK-HKPU-PU22MM012500/2022	2022-02-06
hCoV-19/HongKong/HK-HKPU-PU22MM012475/2022	2022-02-06
hCoV-19/HongKong/HK-HKPU-PU22MM012455/2022	2022-02-06
hCoV-19/HongKong/HK-HKPU-PU22MM012248/2022	2022-02-06
hCoV-19/HongKong/HK-HKPU-PU22MM012240/2022	2022-02-06
hCoV-19/HongKong/HK-HKPU-PU22MM012239/2022	2022-02-06
hCoV-19/HongKong/HK-HKPU-PU22MM012198/2022	2022-02-06
hCoV-19/HongKong/HK-HKPU-PU22V2419660/2022	2022-02-06
hCoV-19/HongKong/HK-HKPU-PU22V2413107/2022	2022-02-06
hCoV-19/HongKong/HK-HKPU-PU22MM012182/2022	2022-02-05
hCoV-19/HongKong/HK-HKPU-PU22MM012195/2022	2022-02-05
hCoV-19/HongKong/HK-HKPU-PU22MM012177/2022	2022-02-05
hCoV-19/HongKong/HK-HKPU-PU22MM012169/2022	2022-02-05
hCoV-19/HongKong/HK-HKPU-PU22MM012166/2022	2022-02-05
hCoV-19/HongKong/HK-HKPU-PU22MM012142/2022	2022-02-05
hCoV-19/HongKong/HK-HKPU-PU22MM420563/2022	2022-02-05
hCoV-19/HongKong/HK-HKPU-PU22MM011847/2022	2022-02-05
hCoV-19/HongKong/HK-HKPU-PU22MM011806/2022	2022-02-05
hCoV-19/HongKong/HK-HKPU-PU22MM011796/2022	2022-02-05
hCoV-19/HongKong/HK-HKPU-PU22MM011773/2022	2022-02-05
hCoV-19/HongKong/HK-HKPU-PU22V2406787/2022	2022-02-05
hCoV-19/HongKong/HK-HKPU-PU22TM232279/2022	2022-02-04
hCoV-19/HongKong/HK-HKPU-PU22TM232275/2022	2022-02-04
hCoV-19/HongKong/HK-HKPU-PU22TM232273/2022	2022-02-04
hCoV-19/HongKong/HK-HKPU-PU22TM232263/2022	2022-02-04
hCoV-19/HongKong/HK-HKPU-PU22TM232261/2022	2022-02-04
hCoV-19/HongKong/HK-HKPU-PU22TM232259/2022	2022-02-04
hCoV-19/HongKong/HK-HKPU-PU22TM231671/2022	2022-02-04
hCoV-19/HongKong/HK-HKPU-PU22TM233625/2022	2022-02-04
hCoV-19/HongKong/HK-HKPU-PU22TM231668/2022	2022-02-04
hCoV-19/HongKong/HK-HKPU-PU22TM231168/2022	2022-02-04
hCoV-19/HongKong/HK-HKPU-PU22TM230890/2022	2022-02-04
hCoV-19/HongKong/HK-HKPU-PU22TM230887/2022	2022-02-04
hCoV-19/HongKong/HK-HKPU-PU22MC861570/2022	2022-02-04
hCoV-19/HongKong/HK-HKPU-PU22MB305291/2022	2022-02-04
hCoV-19/HongKong/HK-HKPU-PU22MB305287/2022	2022-02-04
hCoV-19/HongKong/HK-HKPU-PU22MB305277/2022	2022-02-04
hCoV-19/HongKong/HK-HKPU-PU22MC861528/2022	2022-02-04
hCoV-19/HongKong/HK-HKPU-PU22MC622381/2022	2022-02-04
hCoV-19/HongKong/HK-HKPU-PU22MB305141/2022	2022-02-04
hCoV-19/HongKong/HK-HKPU-PU22MC861483/2022	2022-02-04
hCoV-19/HongKong/HK-HKPU-PU22MC861472/2022	2022-02-04
hCoV-19/HongKong/HK-HKPU-PU22MB305035/2022	2022-02-04
hCoV-19/HongKong/HK-HKPU-PU22MB305034/2022	2022-02-04
hCoV-19/HongKong/HK-HKPU-PU22MB304991/2022	2022-02-04
hCoV-19/HongKong/HK-HKPU-PU22MB304990/2022	2022-02-04
hCoV-19/HongKong/HK-HKPU-PU22MC861430/2022	2022-02-04
hCoV-19/HongKong/HK-HKPU-PU22MC861389/2022	2022-02-04
hCoV-19/HongKong/HK-HKPU-PU22MC861422/2022	2022-02-04
hCoV-19/HongKong/HK-HKPU-PU22MM011743/2022	2022-02-04
hCoV-19/HongKong/HK-HKPU-PU22MM011723/2022	2022-02-04
hCoV-19/HongKong/HK-HKPU-PU22MM011511/2022	2022-02-04
hCoV-19/HongKong/HK-HKPU-PU22MM420199/2022	2022-02-04
hCoV-19/HongKong/HK-HKPU-PU22MM431246/2022	2022-02-04
hCoV-19/HongKong/HK-HKPU-PU22MM011363/2022	2022-02-04
hCoV-19/HongKong/HK-HKPU-PU22TM235473/2022	2022-02-04
hCoV-19/HongKong/HK-HKPU-PU22TM235453/2022	2022-02-04
hCoV-19/HongKong/HK-HKPU-PU22TM235431/2022	2022-02-04
hCoV-19/HongKong/HK-HKPU-PU22TM234801/2022	2022-02-04
hCoV-19/HongKong/HK-HKPU-PU22TM234759/2022	2022-02-04
hCoV-19/HongKong/HK-HKPU-PU22TM234755/2022	2022-02-04
hCoV-19/HongKong/HK-HKPU-PU22TM234753/2022	2022-02-04
hCoV-19/HongKong/HK-HKPU-PU22TM234751/2022	2022-02-04
hCoV-19/HongKong/HK-HKPU-PU22TM233605/2022	2022-02-04
hCoV-19/HongKong/HK-HKPU-PU22TM233588/2022	2022-02-04
hCoV-19/HongKong/HK-HKPU-PU22TM232621/2022	2022-02-04
hCoV-19/HongKong/HK-HKPU-PU22TM232527/2022	2022-02-04
hCoV-19/HongKong/HK-HKPU-PU22TM232514/2022	2022-02-04
hCoV-19/HongKong/HK-HKPU-PU22TM232306/2022	2022-02-04
hCoV-19/HongKong/HK-HKPU-PU22TM232305/2022	2022-02-04
hCoV-19/HongKong/HK-HKPU-PU22V2398686/2022	2022-02-04
hCoV-19/HongKong/HK-HKPU-PU22V2398617/2022	2022-02-04
hCoV-19/HongKong/HK-HKPU-PU22V2398277/2022	2022-02-04
hCoV-19/HongKong/HK-HKPU-PU22MM010850/2022	2022-02-03
hCoV-19/HongKong/HK-HKPU-14423/2022	2022-02-02
hCoV-19/HongKong/HK-HKPU-PU22MM010814/2022	2022-02-02
hCoV-19/HongKong/HK-HKPU-PU22MM416668/2022	2022-02-02
hCoV-19/HongKong/HK-HKPU-PU22MV027283/2022	2022-03-17
hCoV-19/HongKong/HK-HKPU-PU22MV027267/2022	2022-03-17
hCoV-19/HongKong/HK-HKPU-PU22MV027235/2022	2022-03-17
hCoV-19/HongKong/HK-HKPU-PU22MV028948/2022	2022-03-25
hCoV-19/HongKong/HK-HKPU-PU22MB327362/2022	2022-04-25
hCoV-19/HongKong/HK-HKPU-PU22MC673563/2022	2022-03-03
hCoV-19/HongKong/HK-HKPU-PU22MM023526/2022	2022-04-27
hCoV-19/HongKong/HK-HKPU-PU22MM041676/2022	2022-04-08
hCoV-19/HongKong/HK-HKPU-PU22MM041725/2022	2022-04-08
hCoV-19/HongKong/HK-HKPU-PU22MM044461/2022	2022-04-17
hCoV-19/HongKong/HK-HKPU-PU22MM524200/2022	2022-04-03
hCoV-19/HongKong/HK-HKPU-PU22MM525471/2022	2022-04-07
hCoV-19/HongKong/HK-HKPU-PU22MM525896/2022	2022-04-09
hCoV-19/HongKong/HK-HKPU-PU22MM526942/2022	2022-04-12
hCoV-19/HongKong/HK-HKPU-PU22MM527698/2022	2022-04-15
hCoV-19/HongKong/HK-HKPU-PU22MC675970/2022	2022-03-04
hCoV-19/HongKong/WHP5921/2022	2022-02-04
hCoV-19/HongKong/WHP5905/2022	2022-02-04
hCoV-19/HongKong/WHP5904/2022	2022-02-04
hCoV-19/HongKong/WHP5896/2022	2022-02-03
hCoV-19/HongKong/HK-HKPU-PU22MV028032/2022	2022-03-23
hCoV-19/HongKong/HK-HKPU-PU22MV028030/2022	2022-03-23
hCoV-19/HongKong/HK-HKPU-PU22MV028023/2022	2022-03-23
hCoV-19/HongKong/HK-HKPU-PUN38507424A/2022	2022-05-02
hCoV-19/HongKong/HK-HKPU-PUN281646603/2022	2022-05-01
hCoV-19/HongKong/HK-HKPU-PUN51291215A/2022	2022-04-30
hCoV-19/HongKong/HK-HKPU-PUN516587520/2022	2022-04-27
hCoV-19/HongKong/HK-HKPU-PU22MV027698/2022	2022-03-21
hCoV-19/HongKong/HK-HKPU-PU22MV027767/2022	2022-03-21
hCoV-19/HongKong/HK-HKPU-PU22MV027984/2022	2022-03-23
hCoV-19/HongKong/HK-HKPU-PU22MV027977/2022	2022-03-23
hCoV-19/HongKong/HK-HKPU-PU22MV027731/2022	2022-03-21
hCoV-19/HongKong/HK-HKPU-PU22MV028010/2022	2022-03-23
hCoV-19/HongKong/HK-HKPU-PU22MV028021/2022	2022-03-23
hCoV-19/HongKong/HK-HKPU-PU22MV027985/2022	2022-03-23
hCoV-19/HongKong/HK-HKPU-PU22MV027978/2022	2022-03-23
hCoV-19/HongKong/HK-HKPU-PU22MV027950/2022	2022-03-22
hCoV-19/HongKong/HK-HKPU-PU22MV027923/2022	2022-03-22
hCoV-19/HongKong/HK-HKPU-PU22MV027748/2022	2022-03-21
hCoV-19/HongKong/HK-HKPU-PU22MV027766/2022	2022-03-21
hCoV-19/HongKong/HK-HKPU-PU22MV027732/2022	2022-03-21
hCoV-19/HongKong/HK-HKPU-PU22MV027783/2022	2022-03-21
hCoV-19/HongKong/HK-HKPU-PU22MV027778/2022	2022-03-21
hCoV-19/HongKong/HK-HKPU-PU22MV027642/2022	2022-03-21
hCoV-19/HongKong/HK-HKPU-PU22MV027618/2022	2022-03-21
hCoV-19/HongKong/HK-HKPU-PU22MV027612/2022	2022-03-21
hCoV-19/HongKong/HK-HKPU-PU22MV027616/2022	2022-03-21
hCoV-19/HongKong/HK-HKPU-PU22MV027608/2022	2022-03-21
hCoV-19/HongKong/HK-HKPU-PU22MV027656/2022	2022-03-21
hCoV-19/HongKong/HK-HKPU-PU22MV027664/2022	2022-03-21
hCoV-19/HongKong/HK-HKPU-PU22MV027746/2022	2022-03-21
hCoV-19/HongKong/HK-HKPU-PU22MV027459/2022	2022-03-18
hCoV-19/HongKong/HK-HKPU-PU22MV027457/2022	2022-03-18
hCoV-19/HongKong/HK-HKPU-PU22MV027456/2022	2022-03-18
hCoV-19/HongKong/HK-HKPU-PU22MV027455/2022	2022-03-18
hCoV-19/HongKong/HK-HKPU-PUN515268847/2022	2022-04-24
hCoV-19/HongKong/HK-HKPU-PUN68435290A/2022	2022-04-23
hCoV-19/HongKong/HK-HKPU-PUN513576447/2022	2022-04-23
hCoV-19/HongKong/HK-HKPU-PU22MV031833/2022	2022-04-26
hCoV-19/HongKong/HK-HKPU-PU22MC704353/2022	2022-04-13
hCoV-19/HongKong/HK-HKPU-PU22MC703548/2022	2022-04-11
hCoV-19/HongKong/HK-HKPU-PU22MC702661/2022	2022-04-10
hCoV-19/HongKong/HK-HKPU-PU22MC702804/2022	2022-04-10
hCoV-19/HongKong/HK-HKPU-PUH078814542/2022	2022-04-10
hCoV-19/HongKong/HK-HKPU-PUH07881318A/2022	2022-04-10
hCoV-19/HongKong/HK-HKPU-PUH084789155/2022	2022-04-10
hCoV-19/HongKong/HK-HKPU-PU22MC702451/2022	2022-04-09
hCoV-19/HongKong/HK-HKPU-PU22MV030425/2022	2022-04-08
hCoV-19/HongKong/HK-HKPU-PU22MV030411/2022	2022-04-08
hCoV-19/HongKong/HK-HKPU-PU22MV029968/2022	2022-04-08
hCoV-19/HongKong/HK-HKPU-PU22MV029933/2022	2022-04-08
hCoV-19/HongKong/HK-HKPU-PU22MC699352/2022	2022-04-06
hCoV-19/HongKong/HK-HKPU-PU22MC698819/2022	2022-04-05
hCoV-19/HongKong/HK-HKPU-PU22MV029684/2022	2022-03-28
hCoV-19/HongKong/HK-HKPU-PU22MV633938/2022	2022-03-28
hCoV-19/HongKong/HK-HKPU-PU22MV633937/2022	2022-03-28
hCoV-19/HongKong/HK-HKPU-PU22MV633933/2022	2022-03-28
hCoV-19/HongKong/HK-HKPU-PU22MV633932/2022	2022-03-28
hCoV-19/HongKong/HK-HKPU-PU22MV633930/2022	2022-03-28
hCoV-19/HongKong/HK-HKPU-PU22MV633925/2022	2022-03-28
hCoV-19/HongKong/HK-HKPU-PU22MV633924/2022	2022-03-28
hCoV-19/HongKong/HK-HKPU-PU22MV029795/2022	2022-03-28
hCoV-19/HongKong/HK-HKPU-PU22MV029746/2022	2022-03-28
hCoV-19/HongKong/HK-HKPU-PU22MV634040/2022	2022-03-28
hCoV-19/HongKong/HK-HKPU-PU22MV634023/2022	2022-03-28
hCoV-19/HongKong/HK-HKPU-PU22MV633990/2022	2022-03-28
hCoV-19/HongKong/HK-HKPU-PU22MV029671/2022	2022-03-28
hCoV-19/HongKong/HK-HKPU-PU22MV029650/2022	2022-03-28
hCoV-19/HongKong/HK-HKPU-PU22MV029649/2022	2022-03-28
hCoV-19/HongKong/HK-HKPU-PU22MV029622/2022	2022-03-28
hCoV-19/HongKong/HK-HKPU-PU22MV029617/2022	2022-03-28
hCoV-19/HongKong/HK-HKPU-PU22TM311717/2022	2022-03-28
hCoV-19/HongKong/HK-HKPU-PU22TM311054/2022	2022-03-28
hCoV-19/HongKong/HK-HKPU-PU22TM310649/2022	2022-03-28
hCoV-19/HongKong/HK-HKPU-PU22TM310009/2022	2022-03-28
hCoV-19/HongKong/HK-HKPU-PU22TM309631/2022	2022-03-28
hCoV-19/HongKong/HK-HKPU-PU22TM309443/2022	2022-03-28
hCoV-19/HongKong/HK-HKPU-PU22MV029398/2022	2022-03-26
hCoV-19/HongKong/HK-HKPU-PU22MV029387/2022	2022-03-26
hCoV-19/HongKong/HK-HKPU-PU22MV029370/2022	2022-03-26
hCoV-19/HongKong/HK-HKPU-PU22MV029358/2022	2022-03-26
hCoV-19/HongKong/HK-HKPU-PU22MV029355/2022	2022-03-26
hCoV-19/HongKong/HK-HKPU-PU22MV029350/2022	2022-03-26
hCoV-19/HongKong/HK-HKPU-PU22MV029349/2022	2022-03-26
hCoV-19/HongKong/HK-HKPU-PU22MV029346/2022	2022-03-26
hCoV-19/HongKong/HK-HKPU-PU22MV029345/2022	2022-03-26
hCoV-19/HongKong/HK-HKPU-PU22MV029319/2022	2022-03-26
hCoV-19/HongKong/HK-HKPU-PU22MV029314/2022	2022-03-26
hCoV-19/HongKong/HK-HKPU-PU22MV029313/2022	2022-03-26
hCoV-19/HongKong/HK-HKPU-PU22MV029312/2022	2022-03-26
hCoV-19/HongKong/HK-HKPU-PU22MV029311/2022	2022-03-26
hCoV-19/HongKong/HK-HKPU-PU22MV029308/2022	2022-03-26
hCoV-19/HongKong/HK-HKPU-PU22MV029306/2022	2022-03-26
hCoV-19/HongKong/HK-HKPU-PUH080549559/2022	2022-03-24
hCoV-19/HongKong/HK-HKPU-PU22MC691858/2022	2022-03-23
hCoV-19/HongKong/HK-HKPU-PU22MC691848/2022	2022-03-23
hCoV-19/HongKong/HK-HKPU-PU22MC691846/2022	2022-03-23
hCoV-19/HongKong/HK-HKPU-PU22MC691834/2022	2022-03-23
hCoV-19/HongKong/HK-HKPU-PU22MC691813/2022	2022-03-23
hCoV-19/HongKong/HK-HKPU-PU22MC691812/2022	2022-03-23
hCoV-19/HongKong/HK-HKPU-PU22MC691795/2022	2022-03-23
hCoV-19/HongKong/HK-HKPU-PU22MC691790/2022	2022-03-23
